country,year,children_per_woman_total_fertility,government_health_spending_per_person_us,life_expectancy_years
Czech Republic,2005,1.3,769,76.3
Czech Republic,2006,1.35,839,76.8
Czech Republic,2007,1.39,972,77
Czech Republic,2008,1.42,1220,77.2
Czech Republic,2009,1.45,1260,77.5
Czech Republic,2010,1.47,1240,77.7
Denmark,1995,1.81,2330,75.5
Denmark,1996,1.75,2370,75.8
Denmark,1997,1.75,2160,76.2
Denmark,1998,1.72,2190,76.6
Denmark,1999,1.74,2460,76.3
Denmark,2000,1.77,2190,77
Denmark,2001,1.75,2300,77.2
Denmark,2002,1.72,2550,77.2
Denmark,2003,1.76,3170,77.5
Denmark,2004,1.78,3690,77.8
Denmark,2005,1.8,3920,78.3
Denmark,2006,1.85,4240,78.3
Denmark,2007,1.85,4800,78.4
Denmark,2008,1.89,5390,78.8
Denmark,2009,1.84,5490,79
Denmark,2010,1.88,5470,79.3
Djibouti,1995,5.35,19.2,60.3
Djibouti,1996,5.15,17.9,60.3
Djibouti,1997,4.96,20.9,60.1
Djibouti,1998,4.78,26.1,60.3
Djibouti,1999,4.62,33.2,60.4
Djibouti,2000,4.48,29.6,60.5
Djibouti,2001,4.36,26.9,60.8
Djibouti,2002,4.24,27.4,60.9
Djibouti,2003,4.12,33.6,61
Djibouti,2004,3.99,29.3,61.1
Djibouti,2005,3.87,43.2,61.6
Djibouti,2006,3.74,43.9,61.5
Djibouti,2007,3.62,53.9,62.3
Djibouti,2008,3.5,56.1,62.8
Djibouti,2009,3.4,65.5,63.3
Djibouti,2010,3.3,59.8,63.8
Dominican Republic,1995,3.13,22.6,73.5
Dominican Republic,1996,3.07,26.1,73.4
Dominican Republic,1997,3.01,35,73.4
Dominican Republic,1998,2.97,44.1,73.3
Dominican Republic,1999,2.93,50.7,73.6
Dominican Republic,2000,2.89,60.4,73.9
Dominican Republic,2001,2.86,54.1,74
Dominican Republic,2002,2.84,57.5,74.1
Dominican Republic,2003,2.81,43.8,73.8
Dominican Republic,2004,2.78,36.1,73.1
Dominican Republic,2005,2.75,62.7,73.2
Dominican Republic,2006,2.72,78,73.2
Dominican Republic,2007,2.69,83.1,73.5
Dominican Republic,2008,2.66,99.7,73.8
Dominican Republic,2009,2.63,115,74
Dominican Republic,2010,2.6,140,74
Ecuador,1995,3.36,40.4,73.4
Ecuador,1996,3.29,47.4,73.3
Ecuador,1997,3.23,47.1,73.8
Ecuador,1998,3.16,32.5,73.7
Ecuador,1999,3.09,25.6,73.9
Ecuador,2000,3.03,16.7,74.2
Ecuador,2001,2.97,27,74.8
Ecuador,2002,2.91,36.3,74.3
Ecuador,2003,2.87,32.1,74.2
Ecuador,2004,2.83,37.5,74.2
Ecuador,2005,2.79,40.5,74
Ecuador,2006,2.76,48.8,74.1
Ecuador,2007,2.74,55.5,74.2
Ecuador,2008,2.71,71.6,74.2
Ecuador,2009,2.68,112,74.5
Ecuador,2010,2.66,122,74.7
Egypt,1995,3.71,17.4,66.6
Egypt,1996,3.57,19,67.1
Egypt,1997,3.46,22.7,67.4
Egypt,1998,3.37,26.3,67.8
Egypt,1999,3.29,29.4,68.2
Egypt,2000,3.23,31.8,68.7
Egypt,2001,3.18,30.7,68.5
Egypt,2002,3.13,29.6,68.4
Egypt,2003,3.09,23.4,68.4
Egypt,2004,3.05,23.8,68.6
Egypt,2005,3.02,26.8,68.8
Egypt,2006,3,33.3,68.9
Egypt,2007,3.02,34.9,69.3
Egypt,2008,3.06,42.7,69.4
Egypt,2009,3.11,44.9,69.3
Egypt,2010,3.19,46.1,69.4
El Salvador,1995,3.58,40.7,70.8
El Salvador,1996,3.48,55.3,71
El Salvador,1997,3.38,59.9,71.2
El Salvador,1998,3.26,71.6,71.2
El Salvador,1999,3.14,72.9,71.8
El Salvador,2000,3.02,79.8,72.4
El Salvador,2001,2.9,82.3,72.3
El Salvador,2002,2.79,85.5,73.1
El Salvador,2003,2.69,86.5,73
El Salvador,2004,2.6,93.4,72.5
El Salvador,2005,2.53,106,72.4
El Salvador,2006,2.47,126,72.9
El Salvador,2007,2.41,122,72.4
El Salvador,2008,2.36,128,73
El Salvador,2009,2.31,137,72.8
El Salvador,2010,2.27,146,73.4
Equatorial Guinea,1995,5.97,12.4,48.5
Equatorial Guinea,1996,5.96,13.9,49.1
Equatorial Guinea,1997,5.94,21.1,51.4
Equatorial Guinea,1998,5.91,23.2,52.8
Equatorial Guinea,1999,5.88,18.2,54.1
Equatorial Guinea,2000,5.83,21.5,55.6
Equatorial Guinea,2001,5.79,38.6,57.3
Equatorial Guinea,2002,5.73,114,58.6
Equatorial Guinea,2003,5.68,82.7,59.3
Equatorial Guinea,2004,5.62,108,59.9
Equatorial Guinea,2005,5.56,135,60.2
Equatorial Guinea,2006,5.5,185,61
Equatorial Guinea,2007,5.43,260,61.4
Equatorial Guinea,2008,5.36,418,61.6
Equatorial Guinea,2009,5.29,612,61.9
Equatorial Guinea,2010,5.21,681,62.2
Eritrea,1995,5.91,4.04,52
Eritrea,1996,5.79,2.89,52.5
Eritrea,1997,5.67,3.84,53
Eritrea,1998,5.55,4.03,53.4
Eritrea,1999,5.43,3.88,43.4
Eritrea,2000,5.33,4.33,53.3
Eritrea,2001,5.23,4.83,54.5
Eritrea,2002,5.15,3.68,55
Eritrea,2003,5.07,3.63,55.2
Eritrea,2004,5.01,3.78,55.6
Eritrea,2005,4.94,3.6,56
Eritrea,2006,4.88,3.83,56.6
Eritrea,2007,4.82,4.09,57
Eritrea,2008,4.75,5.39,57.5
Eritrea,2009,4.68,5.09,58.1
Eritrea,2010,4.61,5.74,58.6
Estonia,1995,1.43,149,67.9
Estonia,1996,1.38,194,69.8
Estonia,1997,1.34,199,70.2
Estonia,1998,1.32,193,69.8
Estonia,1999,1.31,196,70.6
Estonia,2000,1.32,169,71
Estonia,2001,1.34,174,70.8
Estonia,2002,1.38,201,71.3
Estonia,2003,1.43,279,72
Estonia,2004,1.48,345,72.5
Estonia,2005,1.54,398,72.9
Estonia,2006,1.58,459,73.1
Estonia,2007,1.62,639,73.2
Estonia,2008,1.64,836,74.3
Estonia,2009,1.65,758,75
Estonia,2010,1.64,671,76
Eswatini,1995,4.8,49.9,59.4
Eswatini,1996,4.65,49.8,57.2
Eswatini,1997,4.52,48,55
Eswatini,1998,4.39,44.1,52.6
Eswatini,1999,4.28,44.3,50.4
Eswatini,2000,4.19,42.4,48.3
Eswatini,2001,4.11,36.6,46.5
Eswatini,2002,4.04,34.5,45.4
Eswatini,2003,3.98,63.6,44.5
Eswatini,2004,3.93,68.9,43.9
Eswatini,2005,3.87,82,43.6
Eswatini,2006,3.82,97.6,43.9
Eswatini,2007,3.76,97.9,44.2
Eswatini,2008,3.69,104,44.5
Eswatini,2009,3.61,112,44.9
Eswatini,2010,3.53,129,46
Ethiopia,1995,7,1.6,49.1
Ethiopia,1996,6.94,1.61,49.7
Ethiopia,1997,6.86,1.8,50.2
Ethiopia,1998,6.77,1.99,50.6
Ethiopia,1999,6.66,2.1,50.3
Ethiopia,2000,6.53,2.85,50.8
Ethiopia,2001,6.38,3.23,53
Ethiopia,2002,6.22,2.87,53.9
Ethiopia,2003,6.04,3.43,54.8
Ethiopia,2004,5.87,3.43,55.7
Ethiopia,2005,5.69,4.14,56.8
Ethiopia,2006,5.52,4.61,57.9
Ethiopia,2007,5.36,6.7,59.2
Ethiopia,2008,5.2,7.29,60.5
Ethiopia,2009,5.06,8.33,61.7
Ethiopia,2010,4.92,8.41,62.9
Fiji,1995,3.28,62.5,66.9
Fiji,1996,3.24,71.7,66.6
Fiji,1997,3.21,76.3,66
Fiji,1998,3.17,54,66.3
Fiji,1999,3.13,60.3,65.9
Fiji,2000,3.09,67.1,65.9
Fiji,2001,3.05,53.5,66.3
Fiji,2002,3,64.4,66.6
Fiji,2003,2.95,76.5,66.7
Fiji,2004,2.91,96.2,67
Fiji,2005,2.86,107,67
Fiji,2006,2.82,113,67
Fiji,2007,2.77,113,66.9
Fiji,2008,2.74,116,67
Fiji,2009,2.7,102,67.3
Fiji,2010,2.67,108,67.4
Finland,1995,1.81,1440,76.7
Finland,1996,1.76,1440,77
Finland,1997,1.75,1330,77.2
Finland,1998,1.71,1340,77.4
Finland,1999,1.73,1330,77.6
Finland,2000,1.73,1210,77.8
Finland,2001,1.73,1280,78.2
Finland,2002,1.72,1470,78.5
Finland,2003,1.76,1920,78.7
Finland,2004,1.8,2230,78.8
Finland,2005,1.8,2370,79.1
Finland,2006,1.84,2470,79.5
Finland,2007,1.83,2780,79.5
Finland,2008,1.85,3170,79.8
Finland,2009,1.86,3050,80
Finland,2010,1.87,2990,80.2
France,1995,1.72,2180,78
France,1996,1.73,2180,78.3
France,1997,1.75,1940,78.7
France,1998,1.77,1970,78.6
France,1999,1.79,1950,78.8
France,2000,1.82,1750,79.1
France,2001,1.84,1770,79.2
France,2002,1.87,1980,79.4
France,2003,1.89,2490,79.6
France,2004,1.92,2860,80.2
France,2005,1.94,2980,80.4
France,2006,1.96,3110,80.7
France,2007,1.97,3510,81
France,2008,1.98,3840,81.1
France,2009,1.99,3770,81.2
France,2010,1.99,3650,81.4
Gabon,1995,5,51.6,60.4
Gabon,1996,4.9,60.5,60
Gabon,1997,4.81,46.8,60.2
Gabon,1998,4.72,54,60
Gabon,1999,4.63,41.1,59.7
Gabon,2000,4.54,43,59.3
Gabon,2001,4.46,44.8,59
Gabon,2002,4.39,44.4,59
Gabon,2003,4.33,67.2,58.9
Gabon,2004,4.27,73.2,58.9
Gabon,2005,4.23,69.4,59.5
Gabon,2006,4.19,81.5,59.9
Gabon,2007,4.16,103,60.6
Gabon,2008,4.14,115,61.2
Gabon,2009,4.11,127,61.9
Gabon,2010,4.08,160,62.8
Gambia,1995,6.04,6.18,61.1
Gambia,1996,6.02,5.59,61.2
Gambia,1997,6,5.29,61.2
Gambia,1998,5.98,6.97,61.5
Gambia,1999,5.97,6.89,61.5
Gambia,2000,5.95,6.34,61.7
Gambia,2001,5.93,6.81,61.9
Gambia,2002,5.91,5.91,62
Gambia,2003,5.88,7.62,62.1
Gambia,2004,5.86,9.97,62.3
Gambia,2005,5.84,10.4,62.4
Gambia,2006,5.81,10.9,62.6
Gambia,2007,5.79,10.4,62.7
Gambia,2008,5.76,12.7,63
Gambia,2009,5.74,14.3,63.3
Gambia,2010,5.71,13.3,63.6
Georgia,1995,1.88,1.51,71.3
Georgia,1996,1.81,5.36,72.1
Georgia,1997,1.75,10.6,72.5
Georgia,1998,1.69,8.88,72.6
Georgia,1999,1.64,6.65,73
Georgia,2000,1.61,7.61,73.1
Georgia,2001,1.59,9.54,73
Georgia,2002,1.59,10.3,72.4
Georgia,2003,1.6,11,72.6
Georgia,2004,1.63,14.8,72.9
Georgia,2005,1.66,23.6,73.4
Georgia,2006,1.71,30.9,73.7
Georgia,2007,1.77,33.4,73.8
Georgia,2008,1.82,51.8,72.8
Georgia,2009,1.87,55.9,72.8
Georgia,2010,1.92,64.2,72.8
Germany,1995,1.31,2540,76.7
Germany,1996,1.32,2540,77
Germany,1997,1.33,2180,77.4
Germany,1998,1.34,2180,77.8
Germany,1999,1.35,2150,78
Germany,2000,1.35,1900,78.3
Germany,2001,1.35,1900,78.6
Germany,2002,1.35,2060,78.7
Germany,2003,1.35,2520,78.8
Germany,2004,1.35,2710,79.4
Germany,2005,1.35,2780,79.7
Germany,2006,1.36,2860,79.9
Germany,2007,1.36,3230,80.1
Germany,2008,1.37,3610,80.2
Germany,2009,1.38,3630,80.3
Germany,2010,1.39,3600,80.4
Ghana,1995,5.17,11.5,59.5
Ghana,1996,5.1,11.7,59.5
Ghana,1997,5.04,11.2,59.2
Ghana,1998,4.97,11.8,59.4
Ghana,1999,4.9,10.3,59.4
Ghana,2000,4.83,6,59.4
Ghana,2001,4.75,8.65,59.4
Ghana,2002,4.68,7.24,59.5
Ghana,2003,4.61,9.21,59.6
Ghana,2004,4.55,16,59.8
Ghana,2005,4.49,23.1,60
Ghana,2006,4.44,27.1,60.2
Ghana,2007,4.39,40.9,60.4
Ghana,2008,4.35,39.8,60.8
Ghana,2009,4.31,30.9,61.2
Ghana,2010,4.27,39.9,61.6
Greece,1995,1.37,554,78.2
Greece,1996,1.36,589,78.3
Greece,1997,1.35,562,78.5
Greece,1998,1.33,549,78.6
Greece,1999,1.33,595,78.6
Greece,2000,1.32,550,78.8
Greece,2001,1.33,640,79
Greece,2002,1.34,708,79.2
Greece,2003,1.36,943,79.1
Greece,2004,1.38,1070,79.1
Greece,2005,1.4,1260,79.3
Greece,2006,1.42,1420,79.6
Greece,2007,1.44,1620,79.4
Greece,2008,1.44,1850,79.8
Greece,2009,1.43,1860,80
Greece,2010,1.41,1620,80.3
Grenada,1995,3.12,82.9,71.7
Grenada,1996,2.99,88.3,72.2
Grenada,1997,2.87,95.3,72.7
Grenada,1998,2.76,106,73.1
Grenada,1999,2.67,139,73.6
Grenada,2000,2.58,177,73.9
Grenada,2001,2.51,231,74.1
Grenada,2002,2.46,187,74.2
Grenada,2003,2.41,177,74.4
Grenada,2004,2.37,158,74
Grenada,2005,2.34,197,74.5
Grenada,2006,2.32,217,74.5
Grenada,2007,2.3,212,74.5
Grenada,2008,2.28,214,74.4
Grenada,2009,2.26,227,74.2
Grenada,2010,2.24,198,74.1
Guatemala,1995,5.09,19.3,65.8
Guatemala,1996,4.99,19,67.2
Guatemala,1997,4.9,23.7,66.8
Guatemala,1998,4.8,35.4,66.8
Guatemala,1999,4.7,39,68.1
Guatemala,2000,4.6,37.7,68
Guatemala,2001,4.49,38.8,68.6
Guatemala,2002,4.37,38.6,69.3
Guatemala,2003,4.25,42.3,69.4
Guatemala,2004,4.11,42.1,69.7
Guatemala,2005,3.97,46,69.5
Guatemala,2006,3.83,56.5,69.9
Guatemala,2007,3.7,61.4,70.9
Guatemala,2008,3.58,68.5,71.4
Guatemala,2009,3.47,68.8,71.3
Guatemala,2010,3.38,68.7,71.7
Guinea,1995,6.39,5.54,53.4
Guinea,1996,6.33,5.24,53.8
Guinea,1997,6.27,5.33,54.1
Guinea,1998,6.21,4.2,54.3
Guinea,1999,6.15,4.35,54.5
Guinea,2000,6.08,3.93,54.4
Guinea,2001,6.02,4.31,54.8
Guinea,2002,5.95,4.56,55.2
Guinea,2003,5.88,5.23,55.5
Guinea,2004,5.8,3.71,55.7
Guinea,2005,5.73,1.83,55.9
Guinea,2006,5.65,2.16,56.1
Guinea,2007,5.58,1.82,56.3
Guinea,2008,5.5,3.6,56.7
Guinea,2009,5.42,2.06,56.9
Guinea,2010,5.34,2.6,57.4
Guinea-Bissau,1995,6.29,6.31,50.4
Guinea-Bissau,1996,6.2,6.15,50.7
Guinea-Bissau,1997,6.11,5.37,50.3
Guinea-Bissau,1998,6.01,3.82,50.2
Guinea-Bissau,1999,5.91,2.69,50.9
Guinea-Bissau,2000,5.82,1.74,52
Guinea-Bissau,2001,5.73,1.49,52.3
Guinea-Bissau,2002,5.64,3.96,52.6
Guinea-Bissau,2003,5.56,4.7,52.9
Guinea-Bissau,2004,5.47,3.39,53.2
Guinea-Bissau,2005,5.39,3.74,53.2
Guinea-Bissau,2006,5.31,3.65,53.9
Guinea-Bissau,2007,5.24,4.44,54.3
Guinea-Bissau,2008,5.17,5.07,54.7
Guinea-Bissau,2009,5.11,5.08,55.3
Guinea-Bissau,2010,5.05,4.7,55.9
Guyana,1995,3.07,32.9,66.2
Guyana,1996,3.07,36.2,65.8
Guyana,1997,3.06,40.9,66.2
Guyana,1998,3.05,39.4,66.3
Guyana,1999,3.04,33.9,66.7
Guyana,2000,3.02,44.8,66.2
Guyana,2001,2.99,43.4,66.2
Guyana,2002,2.96,46.1,66.2
Guyana,2003,2.92,44.2,66.5
Guyana,2004,2.88,58.8,66.8
Guyana,2005,2.84,66.6,66.6
Guyana,2006,2.8,76.8,67.2
Guyana,2007,2.76,69.8,67.7
Guyana,2008,2.72,139,68
Guyana,2009,2.68,144,68.6
Guyana,2010,2.66,136,68
Haiti,1995,4.89,9.24,55
Haiti,1996,4.78,9.09,55.4
Haiti,1997,4.67,9.68,55.7
Haiti,1998,4.55,9.15,56.2
Haiti,1999,4.43,8.17,56.8
Haiti,2000,4.3,7.12,57.4
Haiti,2001,4.18,5.88,57.9
Haiti,2002,4.07,4.29,58.5
Haiti,2003,3.96,3.02,58.9
Haiti,2004,3.85,4.16,58.8
Haiti,2005,3.76,4.17,59.8
Haiti,2006,3.67,6.98,60.2
Haiti,2007,3.58,8.24,60.6
Haiti,2008,3.49,8.92,60.9
Haiti,2009,3.41,8.73,61.5
Haiti,2010,3.33,9.95,32.5
Hungary,1995,1.56,271,70
Hungary,1996,1.49,257,70.7
Hungary,1997,1.43,251,71
Hungary,1998,1.37,251,70.9
Hungary,1999,1.33,250,71
Hungary,2000,1.31,231,71.8
Hungary,2001,1.29,259,72.4
Hungary,2002,1.29,348,72.5
Hungary,2003,1.29,502,72.6
Hungary,2004,1.3,588,72.9
Hungary,2005,1.3,657,72.9
Hungary,2006,1.31,659,73.3
Hungary,2007,1.32,720,73.5
Hungary,2008,1.32,794,74
Hungary,2009,1.33,667,74.2
Hungary,2010,1.33,654,74.6
Iceland,1995,2.13,1870,78.3
Iceland,1996,2.1,1900,78.8
Iceland,1997,2.07,2250,79
Iceland,1998,2.05,2250,79.4
Iceland,1999,2.02,2680,79.8
Iceland,2000,2.01,2470,80.1
Iceland,2001,2,2180,80.4
Iceland,2002,2.01,2660,80.8
Iceland,2003,2.02,3300,81.1
Iceland,2004,2.04,3720,81.2
Iceland,2005,2.07,4350,81.4
Iceland,2006,2.09,4240,81.7
Iceland,2007,2.1,5120,81.9
Iceland,2008,2.1,4120,82
Iceland,2009,2.09,3040,82.1
Iceland,2010,2.07,3000,82.4
India,1995,3.65,4.1,61.8
India,1996,3.58,4.08,62.1
India,1997,3.51,4.61,62
India,1998,3.45,4.71,62.1
India,1999,3.38,5.1,62.6
India,2000,3.31,5.08,62.9
India,2001,3.24,4.99,63.3
India,2002,3.18,4.88,63.9
India,2003,3.11,5.39,64.5
India,2004,3.04,6.01,65.2
India,2005,2.97,7.32,65.5
India,2006,2.9,8.21,65.8
India,2007,2.82,10.4,66
India,2008,2.75,11.9,66.2
India,2009,2.67,13.4,66.5
India,2010,2.6,15.8,66.7
Indonesia,1995,2.69,7.08,66
Indonesia,1996,2.63,8.17,66.4
Indonesia,1997,2.58,7.12,66.7
Indonesia,1998,2.54,3.26,66.9
Indonesia,1999,2.52,5.25,67
Indonesia,2000,2.51,5.47,67.3
Indonesia,2001,2.51,7.15,67.6
Indonesia,2002,2.51,7.61,67.8
Indonesia,2003,2.51,10.7,68
Indonesia,2004,2.52,10.7,66.5
Indonesia,2005,2.51,11.5,68.5
Indonesia,2006,2.51,16.4,68.7
Indonesia,2007,2.51,23.1,69
Indonesia,2008,2.5,24.8,69.2
Indonesia,2009,2.49,26,69.4
Indonesia,2010,2.48,37.7,69.7
Iran,1995,3.22,30.5,72.1
Iran,1996,2.96,40.8,72.5
Iran,1997,2.73,53.4,72.7
Iran,1998,2.53,65.1,73.1
Iran,1999,2.36,75.3,73.3
Iran,2000,2.21,96.2,73.6
Iran,2001,2.09,128,73.7
Iran,2002,2,44.8,73.8
Iran,2003,1.93,44.3,72.9
Iran,2004,1.87,50.8,74.2
Iran,2005,1.83,69,74.3
Iran,2006,1.81,80.8,74.5
Iran,2007,1.79,98.1,74.7
Iran,2008,1.78,128,74.9
Iran,2009,1.77,118,75
Iran,2010,1.77,127,75.2
Ireland,1995,1.9,897,75.6
Ireland,1996,1.91,950,75.9
Ireland,1997,1.92,1050,76
Ireland,1998,1.93,1090,76.2
Ireland,1999,1.94,1170,76.3
Ireland,2000,1.95,1170,76.6
Ireland,2001,1.96,1390,77.2
Ireland,2002,1.96,1680,77.7
Ireland,2003,1.97,2220,78.2
Ireland,2004,1.98,2670,78.5
Ireland,2005,1.98,2840,79
Ireland,2006,1.99,3010,79.3
Ireland,2007,1.99,3500,79.6
Ireland,2008,2,4020,79.7
Ireland,2009,2,3530,79.8
Ireland,2010,2,2930,80.7
Israel,1995,2.92,887,77.7
Israel,1996,2.92,981,77.9
Israel,1997,2.92,1000,78.1
Israel,1998,2.92,917,78.2
Israel,1999,2.92,873,78.5
Israel,2000,2.92,932,78.7
Israel,2001,2.92,950,78.9
Israel,2002,2.91,865,78.7
Israel,2003,2.91,860,79.4
Israel,2004,2.91,881,79.8
Israel,2005,2.91,898,80.1
Israel,2006,2.92,930,80.3
Israel,2007,2.93,1030,80.6
Israel,2008,2.95,1250,80.9
Israel,2009,2.97,1210,81.3
Israel,2010,3,1320,81.8
Italy,1995,1.24,1020,78.1
Italy,1996,1.23,1150,78.4
Italy,1997,1.23,1140,78.7
Italy,1998,1.23,1160,78.8
Italy,1999,1.24,1160,79.2
Italy,2000,1.25,1130,79.6
Italy,2001,1.27,1200,79.8
Italy,2002,1.29,1330,80.1
Italy,2003,1.31,1630,80.1
Italy,2004,1.34,1950,80.7
Italy,2005,1.36,2070,80.9
Italy,2006,1.38,2180,81.2
Italy,2007,1.4,2370,81.4
Italy,2008,1.41,2690,81.5
Italy,2009,1.42,2590,81.7
Italy,2010,1.43,2520,82
Jamaica,1995,2.77,50.8,74.2
Jamaica,1996,2.74,73.9,74.1
Jamaica,1997,2.7,99.9,74
Jamaica,1998,2.67,103,73.9
Jamaica,1999,2.62,81.3,73.7
Jamaica,2000,2.58,99.7,74
Jamaica,2001,2.53,77.3,74.2
Jamaica,2002,2.48,103,75
Jamaica,2003,2.44,82.1,75.9
Jamaica,2004,2.4,104,76.5
Jamaica,2005,2.36,83.2,77.2
Jamaica,2006,2.33,102,77.3
Jamaica,2007,2.29,120,76.4
Jamaica,2008,2.25,146,75.6
Jamaica,2009,2.21,126,75
Jamaica,2010,2.17,132,75.8
Japan,1995,1.41,2380,80
Japan,1996,1.39,2140,80.5
Japan,1997,1.37,1920,80.8
Japan,1998,1.35,1790,80.8
Japan,1999,1.34,2100,81
Japan,2000,1.32,2290,81.4
Japan,2001,1.31,2080,81.7
Japan,2002,1.3,1990,82
Japan,2003,1.3,2170,82.1
Japan,2004,1.3,2350,82.3
Japan,2005,1.31,2390,82.3
Japan,2006,1.32,2220,82.6
Japan,2007,1.33,2260,82.8
Japan,2008,1.34,2630,82.9
Japan,2009,1.36,3090,83.1
Japan,2010,1.37,3360,83.1
Jordan,1995,4.61,79,71.6
Jordan,1996,4.47,79,71.7
Jordan,1997,4.35,85,71.9
Jordan,1998,4.23,89.6,72.1
Jordan,1999,4.13,85.6,72.4
Jordan,2000,4.03,81.3,72.8
Jordan,2001,3.95,87.5,73.1
Jordan,2002,3.88,92.9,73.4
Jordan,2003,3.83,91.8,74
Jordan,2004,3.78,107,74.4
Jordan,2005,3.75,108,74.6
Jordan,2006,3.73,120,75
Jordan,2007,3.71,151,75.8
Jordan,2008,3.69,204,76.6
Jordan,2009,3.68,262,77.2
Jordan,2010,3.66,242,77.6
Kazakhstan,1995,2.24,30.9,64.6
Kazakhstan,1996,2.13,36.9,64.4
Kazakhstan,1997,2.05,43,64.8
Kazakhstan,1998,1.98,44.9,65.4
Kazakhstan,1999,1.94,25.7,66
Kazakhstan,2000,1.92,25.9,65.5
Kazakhstan,2001,1.94,29.2,65.5
Kazakhstan,2002,1.99,32,65.5
Kazakhstan,2003,2.07,41.5,65.3
Kazakhstan,2004,2.16,65.8,65.3
Kazakhstan,2005,2.26,94.9,65.3
Kazakhstan,2006,2.37,122,65.5
Kazakhstan,2007,2.47,121,66.2
Kazakhstan,2008,2.55,193,67.2
Kazakhstan,2009,2.62,193,68.2
Kazakhstan,2010,2.67,234,68.4
Kenya,1995,5.46,6.52,58.1
Kenya,1996,5.4,7.11,57.4
Kenya,1997,5.35,7.25,56.6
Kenya,1998,5.3,9.47,56
Kenya,1999,5.24,7.08,55.8
Kenya,2000,5.18,8.81,55.6
Kenya,2001,5.11,8.37,55.7
Kenya,2002,5.04,7.76,55.8
Kenya,2003,4.98,8.51,56
Kenya,2004,4.91,8.33,56.4
Kenya,2005,4.84,9.69,56.9
Kenya,2006,4.76,11.5,57.6
Kenya,2007,4.68,13.6,58.4
Kenya,2008,4.58,13.1,59.3
Kenya,2009,4.48,15.4,60.2
Kenya,2010,4.37,16.3,61.2
Kiribati,1995,4.37,66.9,58.7
Kiribati,1996,4.3,76.1,59
Kiribati,1997,4.24,77.9,59.1
Kiribati,1998,4.17,55.1,59.2
Kiribati,1999,4.11,72.2,59.2
Kiribati,2000,4.06,60.9,59.3
Kiribati,2001,4.02,62.6,59.5
Kiribati,2002,3.98,71,59.6
Kiribati,2003,3.95,96.1,59.8
Kiribati,2004,3.93,112,59.9
Kiribati,2005,3.91,109,60.1
Kiribati,2006,3.9,105,60.3
Kiribati,2007,3.88,148,60.5
Kiribati,2008,3.87,144,60.6
Kiribati,2009,3.86,134,60.8
Kiribati,2010,3.84,131,60.9
Kuwait,1995,2.72,515,79
Kuwait,1996,2.8,533,79.2
Kuwait,1997,2.86,534,78.7
Kuwait,1998,2.9,515,78.8
Kuwait,1999,2.89,473,78.6
Kuwait,2000,2.85,370,78.6
Kuwait,2001,2.77,510,79.3
Kuwait,2002,2.69,524,79.4
Kuwait,2003,2.62,583,79.5
Kuwait,2004,2.55,596,79.3
Kuwait,2005,2.5,678,79.2
Kuwait,2006,2.45,789,79.2
Kuwait,2007,2.4,787,79.5
Kuwait,2008,2.34,874,79.6
Kuwait,2009,2.28,1350,80.2
Kuwait,2010,2.22,983,81.2
Kyrgyz Republic,1995,3.3,12.9,65.4
Kyrgyz Republic,1996,3.16,12.3,65.7
Kyrgyz Republic,1997,3.02,10.7,66
Kyrgyz Republic,1998,2.88,12,66.2
Kyrgyz Republic,1999,2.76,7.41,66.7
Kyrgyz Republic,2000,2.66,5.73,66.9
Kyrgyz Republic,2001,2.58,6.03,67
Kyrgyz Republic,2002,2.54,6.9,67
Kyrgyz Republic,2003,2.52,7.89,67
Kyrgyz Republic,2004,2.54,10,67.1
Kyrgyz Republic,2005,2.58,11.6,67.1
Kyrgyz Republic,2006,2.65,16.5,67.2
Kyrgyz Republic,2007,2.73,23.9,67.7
Kyrgyz Republic,2008,2.82,27.3,68.4
Kyrgyz Republic,2009,2.91,30.3,69.3
Kyrgyz Republic,2010,2.98,30.1,69.7
Lao,1995,5.39,9.11,54.3
Lao,1996,5.17,10.2,54.8
Lao,1997,4.94,12.7,55.4
Lao,1998,4.72,6.96,55.9
Lao,1999,4.51,3.21,56.5
Lao,2000,4.31,3.8,57.1
Lao,2001,4.14,3.61,57.6
Lao,2002,3.98,3.46,58.4
Lao,2003,3.85,4.59,59
Lao,2004,3.72,3.36,59.7
Lao,2005,3.62,2.58,60.3
Lao,2006,3.52,3.11,61
Lao,2007,3.42,3.31,61.7
Lao,2008,3.33,9.55,62.4
Lao,2009,3.24,11.1,63.1
Lao,2010,3.15,15.4,63.8
Latvia,1995,1.36,76.4,66.9
Latvia,1996,1.27,81.3,69.2
Latvia,1997,1.22,89.3,69.9
Latvia,1998,1.18,104,69.4
Latvia,1999,1.17,115,70.2
Latvia,2000,1.18,107,70.7
Latvia,2001,1.21,110,70.2
Latvia,2002,1.25,129,70.5
Latvia,2003,1.3,156,70.9
Latvia,2004,1.35,219,71.2
Latvia,2005,1.4,252,70.8
Latvia,2006,1.43,379,70.3
Latvia,2007,1.46,536,70.8
Latvia,2008,1.49,609,72.1
Latvia,2009,1.5,466,72.8
Latvia,2010,1.51,439,73.2
Lebanon,1995,2.62,102,73.3
Lebanon,1996,2.54,123,73.7
Lebanon,1997,2.47,152,74.2
Lebanon,1998,2.39,149,74.6
Lebanon,1999,2.31,143,75.1
Lebanon,2000,2.23,148,75.4
Lebanon,2001,2.13,162,75.7
